Id,SalePrice
1461,118260.76127604692
1462,160719.31344689644
1463,185320.63396654886
1464,200857.0916287963
1465,196249.2408294144
1466,175289.89382986966
1467,178502.1611989105
1468,166258.45034140462
1469,195031.3934084262
1470,119823.61112860571
1471,190626.59148563407
1472,98687.65045343635
1473,98639.8574785295
1474,148738.20027441756
1475,107824.69640484168
1476,361598.8168994414
1477,254716.58337871725
1478,294766.117772342
1479,294385.17839748453
1480,495237.12254636496
1481,338040.44967182685
1482,220810.32998661263
1483,181704.27897657573
1484,158027.22956494408
1485,193433.2764442106
1486,197918.14325149346
1487,332370.03165020695
1488,237789.11450361772
1489,192801.38045453074
1490,245861.38916907317
1491,195233.9360494926
1492,95953.74350217434
1493,179792.98141049698
1494,297455.2989966633
1495,300694.77259508177
1496,233008.5236163343
1497,180816.2484539714
1498,162139.68862500406
1499,161115.14833797942
1500,158171.39305839167
1501,179227.25594041662
1502,149195.45838041443
1503,284624.18902043183
1504,245480.80196123067
1505,229910.37984120793
1506,199860.51608227423
1507,252412.94460194372
1508,203669.6080374201
1509,165091.1480749348
1510,144415.58348697107
1511,150151.47825572963
1512,178941.75029881066
1513,148287.31736131985
1514,153641.91176285926
1515,198628.7308497391
1516,154321.8141989413
1517,176391.27386744026
1518,135937.6418468807
1519,206713.76127048145
1520,130378.60760520627
1521,131756.9033822617
1522,182837.65322554897
1523,113402.23398333164
1524,127134.46439773534
1525,120637.55436028182
1526,114044.27002343017
1527,109907.83033011833
1528,145338.51115625913
1529,149863.4568405588
1530,188777.00467734353
1531,110630.27708033579
1532,99475.2319448407
1533,154926.6612598438
1534,125728.59126677111
1535,155164.2705339036
1536,109276.87990088871
1537,65070.589667299784
1538,150463.36953711996
1539,203544.4589964647
1540,94759.02338057301
1541,143717.12549534428
1542,143792.87992122056
1543,189727.5642482025
1544,88733.39651646261
1545,116091.28643795189
1546,132859.55280199976
1547,130947.7148946862
1548,138649.5072321639
1549,120513.87209730917
1550,132421.64981440836
1551,111572.51745608813
1552,138510.25440336793
1553,150951.38846586153
1554,120808.39464204387
1555,171242.4213100682
1556,84218.33342494472
1557,107096.16999540474
1558,99268.50744524728
1559,70590.25187943358
1560,131892.58683364996
1561,125533.94377009911
1562,126578.52684077936
1563,117591.59564575522
1564,162480.16062453875
1565,146523.91542913995
1566,247054.74252545316
1567,76609.09132433147
1568,237563.6111425678
1569,132436.72950803884
1570,143499.89848565272
1571,132594.36502088362
1572,148392.34660254893
1573,244930.89965115505
1574,124554.21853950544
1575,233941.3007107954
1576,247895.06246722612
1577,176475.73654466754
1578,144674.11341219294
1579,152319.78363114744
1580,196625.60259956797
1581,160602.03873769307
1582,121840.99660709385
1583,300799.7241705645
1584,220819.47194634136
1585,134506.69650105748
1586,68114.82281348549
1587,102856.28145672381
1588,155486.05862336012
1589,98471.81565406284
1590,138595.46058695012
1591,97328.2018871574
1592,116527.41945144148
1593,120314.62648270525
1594,121089.71806696344
1595,108522.32441735115
1596,221739.78152039976
1597,191933.02489827818
1598,228560.11727627084
1599,162673.60273346052
1600,156799.129897292
1601,66753.26232149567
1602,114040.19099938558
1603,79014.60836947663
1604,266990.36164599465
1605,243811.77657156726
1606,177560.85936612778
1607,183305.83200470996
1608,215414.3508711138
1609,180910.38481574805
1610,156351.77272854652
1611,145215.270237517
1612,174505.7688478964
1613,170265.29864578045
1614,127293.61825599291
1615,96804.21862683167
1616,82535.08920149753
1617,95369.55729697386
1618,123535.09038653952
1619,137511.48132122555
1620,160343.56411715716
1621,143709.74754685696
1622,145586.80532588068
1623,268393.4135613288
1624,218556.69878486497
1625,116995.44560613217
1626,174326.69420395597
1627,196801.64331034498
1628,274479.50162491045
1629,179411.80288385646
1630,358066.72834418423
1631,228747.10931990162
1632,246066.8840851743
1633,173164.90104266113
1634,185770.5337670422
1635,178930.8300560609
1636,152027.06310227566
1637,200357.7698650568
1638,186753.43431883902
1639,184811.34189768255
1640,254911.34511896461
1641,186168.01795020938
1642,247108.3303968927
1643,221784.26390927233
1644,238639.57103163016
1645,209817.55460617607
1646,162207.5412211331
1647,158537.80469741535
1648,130065.16170896018
1649,143768.106865182
1650,110745.60711379723
1651,123313.65526815061
1652,100878.96585100621
1653,103416.08043678913
1654,143194.63426074124
1655,130701.28325662993
1656,140516.91021186495
1657,145060.51518848544
1658,142970.613671403
1659,110966.45120792577
1660,150858.3745607843
1661,446749.98843954405
1662,400618.40508054715
1663,380037.04746854154
1664,527381.504783719
1665,303994.4158028588
1666,341933.0284902566
1667,384548.69116869173
1668,340412.18992684357
1669,307297.481141554
1670,347605.90046135115
1671,278368.2349177117
1672,442143.96186178783
1673,298106.55108293856
1674,248507.62752372646
1675,206649.11254603486
1676,205785.53030218076
1677,230175.9209724334
1678,466269.24935977306
1679,403464.45050678164
1680,331266.54202143964
1681,248612.24492167914
1682,319623.25968946115
1683,194331.52398549634
1684,183143.92633965937
1685,177210.03177703952
1686,165192.68595307402
1687,173209.91746554518
1688,188903.5042289571
1689,196576.70745036748
1690,200112.37568768914
1691,188575.90250175583
1692,258544.10623198052
1693,175109.9713144788
1694,184870.09514000817
1695,164441.4177828058
1696,269426.66272770637
1697,172781.5045449861
1698,349687.8086284032
1699,308947.96633818257
1700,258870.41642352403
1701,281226.3156947725
1702,246183.56653214936
1703,246374.25137749471
1704,284334.7178619819
1705,243525.29894896256
1706,443030.4923506139
1707,210739.72828444414
1708,205199.53373840844
1709,260258.433022062
1710,220329.73473280712
1711,274788.32621849095
1712,257295.89786103598
1713,276184.08486922254
1714,227173.44640424324
1715,210454.04450872148
1716,179870.16294678673
1717,173358.56641311396
1718,134880.22920177886
1719,208667.93189323705
1720,226570.56554858122
1721,166275.99466595447
1722,130028.29752428539
1723,160102.5019254736
1724,194974.0884631142
1725,230941.34897481697
1726,187111.61366799776
1727,151270.13964764305
1728,177906.03133972982
1729,165348.94464116977
1730,160420.1830945296
1731,118885.44115209742
1732,119664.78409520892
1733,110698.05476777114
1734,117654.69719847618
1735,129000.40076279394
1736,104096.26090270295
1737,295609.08992600575
1738,266608.2021000074
1739,239810.60702538272
1740,219652.53310753108
1741,189005.01527164696
1742,173017.06539683323
1743,181946.16184622186
1744,315097.3614599055
1745,213889.17590477876
1746,188017.15856076207
1747,219113.1525841807
1748,224580.76556626457
1749,144330.25018819392
1750,127478.33332388589
1751,256597.25760475578
1752,114643.82620379367
1753,155672.80068292207
1754,197026.0527126672
1755,169922.006010655
1756,127210.34212976415
1757,119718.97831136601
1758,145982.3797295452
1759,165574.49335000737
1760,162970.3680576584
1761,150546.6410112226
1762,177543.93427193433
1763,191007.87660486967
1764,113769.74577305088
1765,178646.14580319801
1766,193459.29432796867
1767,233085.5008730666
1768,143479.35577582262
1769,173040.9729019333
1770,155328.33403227344
1771,120797.16813785677
1772,140506.54601488725
1773,123630.91669516674
1774,150857.60721568222
1775,141678.8063019961
1776,128057.7822003764
1777,104944.2587186374
1778,143321.69960533959
1779,119891.30205951676
1780,184343.7203036249
1781,129759.36109281378
1782,85535.50467493811
1783,143100.65351638707
1784,109578.15256312644
1785,128221.65758802487
1786,140947.89889286537
1787,166986.45845327212
1788,59523.58097073447
1789,100258.41163282319
1790,80940.08308526846
1791,185345.50709804037
1792,165350.61318666112
1793,133893.35887371557
1794,154555.08630348882
1795,139330.08966604367
1796,126582.21167472181
1797,112593.94040842057
1798,121322.82987905154
1799,110042.60209076217
1800,133784.50765677856
1801,130437.51204843061
1802,137851.87008111284
1803,151501.58095581594
1804,142235.0473341675
1805,138158.69685067437
1806,133127.12168283763
1807,137076.4110400577
1808,130946.98421589221
1809,126408.9936958733
1810,137540.29708118504
1811,91773.30556483968
1812,99762.83696247349
1813,126632.61831830985
1814,91118.43284397361
1815,56122.760917305764
1816,101830.29679716
1817,110403.26968002995
1818,153327.93162378733
1819,129686.7875430852
1820,57965.819876638474
1821,114093.71111815011
1822,151076.03128051764
1823,49153.62574998689
1824,130958.5855006447
1825,140977.30549204472
1826,106014.32818091848
1827,101185.7251749252
1828,137042.50252129723
1829,123061.41718856797
1830,148092.8386436101
1831,148172.46253462485
1832,70160.45957998122
1833,144159.94413243665
1834,123421.84586527065
1835,125735.54081310378
1836,130280.84610218147
1837,86492.07589949644
1838,136577.53801577998
1839,94633.81617568318
1840,144882.2534453768
1841,141131.99028442858
1842,93335.41834628455
1843,125517.34289941902
1844,135399.72109538465
1845,147472.18256157817
1846,150481.65877399422
1847,176719.10949777893
1848,51059.26666498453
1849,112845.53545596253
1850,119503.02616967994
1851,165041.07647910548
1852,122871.57488681332
1853,123797.1469254131
1854,162490.28196213164
1855,150275.3965579945
1856,222036.5461381673
1857,142856.3271137002
1858,131596.27273684076
1859,117958.15610423076
1860,141183.59921978417
1861,117215.96346472106
1862,296880.67413031013
