Id,SalePrice
1461,59835.156
1462,82.570145
1463,93848.87
1464,200536.53
1465,256599.48
1466,198271.86
1467,45115.273
1468,114906.67
1469,14047.43
1470,2867067.2
1471,19839.96
1472,44900.703
1473,82242.83
1474,50873.535
1475,25762.43
1476,1156725.1
1477,286367.2
1478,159958.98
1479,128536.54
1480,1169890.5
1481,3340099.2
1482,1219742.9
1483,185526.3
1484,305065.16
1485,244337.62
1486,703091.0
1487,750464.1
1488,264497.75
1489,94098.73
1490,407887.62
1491,855742.8
1492,260648.05
1493,732.63403
1494,25262.404
1495,692453.3
1496,1082650.0
1497,1890201.9
1498,134256.89
1499,49758.598
1500,650841.0
1501,617298.5
1502,1906148.2
1503,45.943268
1504,2103177.8
1505,406190.1
1506,791090.2
1507,222282.98
1508,97602.734
1509,278534.78
1510,34189.94
1511,8278.188
1512,348974.94
1513,49846.652
1514,47.469456
1515,23248.127
1516,100988.92
1517,13027.456
1518,498490.1
1519,28425.262
1520,1108329.5
1521,37004.754
1522,104546.31
1523,360033.72
1524,378478.66
1525,1725936.6
1526,49490.92
1527,434592.62
1528,554452.06
1529,338269.72
1530,649997.44
1531,6650.3984
1532,290337.75
1533,328877.84
1534,87919.445
1535,206850.94
1536,10738381.0
1537,136013.7
1538,85632.53
1539,165.6564
1540,294477.94
1541,124334.41
1542,4661.1865
1543,9794.807
1544,2546117.2
1545,29030428.0
1546,857175.5
1547,1214558.9
1548,3859374.2
1549,289505.25
1550,629647.1
1551,332318.16
1552,140498.62
1553,35043.22
1554,796449.7
1555,1894415.8
1556,1839162.6
1557,19503.354
1558,445096.03
1559,32104.39
1560,31756.488
1561,440.28128
1562,109777.484
1563,156080.17
1564,362133.94
1565,345774.44
1566,5738995.0
1567,1005471.06
1568,3252235.0
1569,110045.51
1570,287497.03
1571,1575848.9
1572,64191.547
1573,99839.88
1574,602.1775
1575,436234.5
1576,34529.777
1577,160646.62
1578,49248.918
1579,3142.948
1580,245280.38
1581,74904.516
1582,143843.89
1583,1058923.8
1584,702950.2
1585,111812.695
1586,445748.5
1587,29.849669
1588,234985.27
1589,169171.08
1590,592950.25
1591,60308.645
1592,66738.84
1593,551760.9
1594,26502.383
1595,15542.787
1596,17149.29
1597,346647.4
1598,264359.3
1599,5609.5674
1600,2081.4827
1601,11698.502
1602,2134288.0
1603,551.9279
1604,123700.7
1605,765993.7
1606,263043.56
1607,790.8193
1608,1759866.9
1609,91983.21
1610,37075.688
1611,479532.25
1612,21982.188
1613,16815.65
1614,23842.9
1615,28031.39
1616,48171.1
1617,247407.44
1618,17116.84
1619,280051.66
1620,476.29236
1621,7032.1367
1622,181839.36
1623,17479.992
1624,258717.36
1625,33001.344
1626,243381.1
1627,343444.7
1628,2545294.2
1629,23618.129
1630,3081854.0
1631,179435.03
1632,1555125.4
1633,47772.035
1634,114618.5
1635,115937.84
1636,29369.895
1637,2599.2778
1638,691.1664
1639,148022.12
1640,720620.75
1641,1790773.2
1642,380455.66
1643,7172.6113
1644,535117.6
1645,952911.9
1646,848651.94
1647,308769.22
1648,141881.33
1649,1299253.0
1650,52534.305
1651,123504.32
1652,324765.25
1653,93913.77
1654,17958.662
1655,15722.641
1656,129154.484
1657,47627.65
1658,15432.954
1659,47200.93
1660,7057.4854
1661,1221349.1
1662,619213.56
1663,627598.0
1664,102332.65
1665,296491.38
1666,36748.695
1667,111291.2
1668,1793.582
1669,313428.9
1670,701339.06
1671,572037.56
1672,429513.9
1673,1304913.0
1674,236877.06
1675,643466.5
1676,458231.38
1677,1773871.0
1678,678775.2
1679,999669.3
1680,816970.7
1681,627816.5
1682,680644.0
1683,588308.4
1684,632624.7
1685,390140.0
1686,431298.62
1687,42002.16
1688,784143.0
1689,368060.94
1690,796442.06
1691,1005356.0
1692,1597581.2
1693,125882.83
1694,154987.3
1695,41916.45
1696,21247.186
1697,31465.576
1698,796206.7
1699,179741.61
1700,240382.34
1701,443567.16
1702,464910.25
1703,718832.06
1704,1216298.8
1705,331255.3
1706,153880.64
1707,131563.61
1708,202288.5
1709,1315768.5
1710,764814.1
1711,1655065.6
1712,338717.16
1713,495338.22
1714,69863.11
1715,793176.7
1716,111826.02
1717,62668.324
1718,131.58644
1719,1154194.0
1720,63116.242
1721,24101.463
1722,110.63646
1723,8340.283
1724,155839.08
1725,1820332.6
1726,102071.44
1727,10681.342
1728,60289.84
1729,82919.57
1730,106249.61
1731,661144.5
1732,182865.92
1733,941799.4
1734,76.9635
1735,25355.764
1736,92746.65
1737,99714.56
1738,34664.426
1739,638549.7
1740,1256924.0
1741,1084229.8
1742,215806.6
1743,99212.68
1744,3130.3933
1745,32324.637
1746,160255.97
1747,48961.055
1748,68339.1
1749,66711.42
1750,852475.7
1751,876072.94
1752,219540.4
1753,106055.945
1754,793905.44
1755,9917.611
1756,15828.525
1757,275506.16
1758,839261.7
1759,185709.5
1760,94536.055
1761,336405.75
1762,406804.53
1763,30184.98
1764,372018.66
1765,157.47536
1766,296542.84
1767,540764.4
1768,69712.164
1769,819910.94
1770,25166.412
1771,1028661.56
1772,55535.566
1773,1992207.9
1774,2889.4048
1775,276143.53
1776,311041.38
1777,1626060.9
1778,43741.195
1779,4701.5317
1780,5610.4927
1781,116837.58
1782,115678.414
1783,64933.723
1784,2442373.5
1785,61337.465
1786,367430.72
1787,4900.0547
1788,15179.93
1789,52774.938
1790,7275.5234
1791,33796.098
1792,223334.58
1793,10798.678
1794,13196.352
1795,180085.97
1796,27182.537
1797,58587.867
1798,296742.84
1799,1576000.8
1800,966410.94
1801,446889.22
1802,229058.12
1803,211703.77
1804,286253.3
1805,207025.6
1806,165803.48
1807,151506.36
1808,1324216.6
1809,44852.984
1810,668776.44
1811,14822.9
1812,722746.8
1813,1633879.9
1814,816.07587
1815,4533688.5
1816,13546.992
1817,19405.115
1818,23170.945
1819,6799.926
1820,5673.683
1821,16100.129
1822,115211.94
1823,8374.994
1824,16571.691
1825,42438.504
1826,20438.148
1827,1244415.9
1828,444068.72
1829,188750.8
1830,158868.03
1831,586402.75
1832,2685227.8
1833,775599.7
1834,1280194.9
1835,68604.484
1836,3072841.2
1837,346425.66
1838,1835440.9
1839,10595.561
1840,7000.233
1841,6572.6934
1842,2214.8584
1843,56888.297
1844,22228.795
1845,127934.84
1846,196767.92
1847,732486.4
1848,2862608.2
1849,129855.87
1850,331944.4
1851,90699.664
1852,45180.03
1853,6548.8735
1854,60449.664
1855,12650.388
1856,522083.9
1857,2732.4512
1858,425607.66
1859,487648.03
1860,12807.944
1861,362044.5
1862,62053.566
1863,31380.709
1864,31397.98
1865,372108.06
1866,1013373.5
1867,298185.38
1868,563693.9
1869,163710.45
1870,584731.9
1871,570872.94
1872,288541.06
1873,391085.8
1874,39861.39
1875,54853.29
1876,246070.64
1877,277224.84
1878,101182.984
1879,41507.754
1880,233609.53
1881,274340.47
1882,1125888.4
1883,351256.78
1884,1215829.0
1885,14379.472
1886,395523.78
1887,54193.035
1888,441236.53
1889,327555.97
1890,2469.1206
1891,17.661448
1892,18189210.0
1893,13683.367
1894,10754.834
1895,108271.03
1896,112090.6
1897,47896.8
1898,731505.56
1899,1047.5894
1900,102152.164
1901,1954922.0
1902,275358.03
1903,237208.03
1904,2043123.2
1905,572266.2
1906,238270.9
1907,82963.39
1908,292728.5
